Extension,Result,Assumption,AppName,AppPath,DdeExec,SysFileAssoc,WinFileAssoc,HKCU_SwCls,HKLU_has,User_Choice,User_ChoiceExec,User_ChoiceToast,User_CntProgids,User_ProgidOne,User_ProgidOneExec,User_ProgidOneToast,User_ProgIdsValid,User_ProgIdsValid2,User_CntList,User_ValidList,Root_Default,Root_DefaultExec,Root_DefaultToast,Root_CntProgids,Root_ProgidsValid,Root_ProgidOne,Root_ProgidOneExec,Root_ProgidOneToast,Root_CountList,Root_ListIsValid,Root_PersistentHandler,Root_ContentType,Root_PerceivedType
.mak,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.mak.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.man,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,application/x-troff-man,
.manifest,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,system
.map,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,0,True,,False,False,1,False,VisualStudio.map.f12b09fd,True,False,0,True,,text/plain,text
.mapimail,,openwith2,,,,,,,True,,False,False,1,CLSID\{9E56BE60-C50F-11CF-9A2C-00A0C90A90CE},False,False,False,False,0,True,CLSID\{9E56BE60-C50F-11CF-9A2C-00A0C90A90CE},False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.master,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.master.f12b09fd,True,False,0,True,,application/xml,
.mdc,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,False,0,True,,,
.mdmp,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.mdmp.f12b09fd,True,False,0,True,,,
.mef,exec,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,True,,False,False,0,,False,False,True,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,,False,False,1,True,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,True,0,True,,image/MEF,image
.mfcribbon-ms,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.mfcribbon-ms.f12b09fd,True,False,0,True,,,
.mht,,exec3,Microsoft Edge,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument %1",,yes:shell,,,True,MSEdgeHTM,True,True,1,mhtmlfile,True,False,False,False,msedge.exe,False,mhtmlfile,True,False,2,False,,False,False,0,True,{5645C8C1-E277-11CF-8FDA-00AA00A14F93},message/rfc822,
.mhtml,,exec3,Microsoft Edge,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --single-argument %1",,yes:shell,,,True,MSEdgeHTM,True,True,1,mhtmlfile,True,False,False,False,msedge.exe,False,mhtmlfile,True,False,2,False,,False,False,0,True,{5645C8C1-E277-11CF-8FDA-00AA00A14F93},message/rfc822,
.mid,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /Play ""%L""",,,,,True,,False,False,1,WMP11.AssocFile.MIDI,True,False,False,False,,True,WMP11.AssocFile.MIDI,True,False,1,False,WMP11.AssocFile.MIDI,True,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},audio/mid,audio
.midi,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /Play ""%L""",,,,,True,,False,False,1,WMP11.AssocFile.MIDI,True,False,False,False,,True,WMP11.AssocFile.MIDI,True,False,1,False,WMP11.AssocFile.MIDI,True,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},audio/mid,audio
.mk,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" ""%1""",,,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.mk.f12b09fd,True,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.mk3d,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /prefetch:6 /Play ""%L""",,yes:shell,,,True,,False,False,1,WMP11.AssocFile.MK3D,True,True,True,False,wmplayer.exe,False,WMP11.AssocFile.MK3D,True,True,1,True,WMP11.AssocFile.MK3D,True,True,0,True,,,
.mka,,exec4,Groove Music,C:\Windows\system32\wmp.dll?,,yes:shell,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,1,WMP11.AssocFile.MKA,True,True,True,False,0,True,WMP11.AssocFile.MKA,True,True,2,True,,False,False,0,True,,audio/x-matroska,audio
.mkv,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MKV,True,True,True,False,0,True,WMP11.AssocFile.MKV,True,True,3,True,,False,False,0,True,,video/x-matroska,video
.mlc,exec,exec3,Language Pack Installer,"C:\Windows\system32\lpksetup.exe /p ""%1""",,,,,True,,False,False,1,LpkSetup.1,False,True,True,False,lpksetup.exe,False,LpkSetup.1,False,True,0,True,,False,False,0,True,,,
.mmf,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.mod,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MPEG,True,True,True,False,0,True,WMP11.AssocFile.MPEG,True,True,2,True,,False,False,0,True,,video/mpeg,video
.mos,exec,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,True,,False,False,0,,False,False,True,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,,False,False,1,True,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,True,0,True,,image/MOS,image
.mov,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MOV,True,True,True,False,0,True,WMP11.AssocFile.MOV,True,True,3,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/quicktime,video
.movie,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.mp2,exec,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /prefetch:6 /Play ""%L""",,yes:noshell,,,True,WMP11.AssocFile.MP3,True,False,1,WMP11.AssocFile.MP3,True,False,False,False,wmplayer.exe,False,WMP11.AssocFile.MP3,True,False,1,False,WMP11.AssocFile.MP3,True,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},audio/mpeg,audio
.mp2v,,exec3,Windows Media Player,"""C:\Program Files (x86)\Windows Media Player\wmplayer.exe"" /prefetch:9 /Play ""%L""",,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,,False,False,1,WMP11.AssocFile.MPEG,True,True,True,False,wmplayer.exe,False,WMP11.AssocFile.MPEG,True,True,2,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.mp3,,exec4,Groove Music,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,1,WMP11.AssocFile.MP3,True,True,True,False,0,True,WMP11.AssocFile.MP3,True,True,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},audio/mpeg,audio
.mp4,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MP4,True,True,True,False,0,True,WMP11.AssocFile.MP4,True,True,3,True,,False,False,0,True,,video/mp4,video
.mp4v,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MP4,True,True,True,False,0,True,WMP11.AssocFile.MP4,True,True,3,True,,False,False,0,True,,video/mp4,video
.mpa,,exec4,Groove Music,C:\Windows\system32\wmp.dll?,,,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,1,WMP11.AssocFile.MPEG,True,True,True,False,0,True,WMP11.AssocFile.MPEG,True,True,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},audio/mpeg,video
.mpe,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MPEG,True,False,False,False,Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo,False,WMP11.AssocFile.MPEG,True,False,2,False,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.mpeg,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MPEG,True,True,True,False,Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo,False,WMP11.AssocFile.MPEG,True,True,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.mpg,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MPEG,True,True,True,False,0,True,WMP11.AssocFile.MPEG,True,True,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.mpv2,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.MPEG,True,True,True,False,0,True,WMP11.AssocFile.MPEG,True,True,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},video/mpeg,video
.mrw,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,,False,False,True,False,0,True,,False,False,2,True,,False,False,0,True,,image/MRW,image
.ms-lockscreencomponent-primary,,exec4,Calendar,C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21434.0_x64__8wekyb3d8bbwe?,,,yes:appxjmgntwab0zvv6ga5dkkwc34b7s4r55e9,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppXjmgntwab0zvv6ga5dkkwc34b7s4r55e9,False,False,0,True,,,
.ms-windows-store-license,,exec3,LicenseManagerShellExt,"C:\Windows\System32\licensemanagershellext.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,WindowsStore.License,True,False,0,True,,False,False,0,True,,,
.msc,,exec3,Microsoft Management Console,"C:\Windows\system32\mmc.exe ""%1"" %*",,,,,False,,False,False,0,,False,False,True,False,,True,MSCFile,True,False,0,True,,False,False,0,True,,,
.msepub,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,application/epub+zip,
.msg,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,yes:shell,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.msi,,exec3,Windows® installer,"""C:\Windows\System32\msiexec.exe"" /i ""%1"" %*",,,,,False,,False,False,0,,False,False,True,False,,True,Msi.Package,True,False,0,True,,False,False,0,True,,,
.msix,,exec4,App Installer,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.19.10173.0_x64__8wekyb3d8bbwe?,,,yes:appxa4x21t18evxksm0kbe6znaz8jjrjvs9e,yes,True,,False,False,0,,False,False,True,False,Microsoft.DesktopAppInstaller_8wekyb3d8bbwe!App,False,,False,False,1,True,AppXa4x21t18evxksm0kbe6znaz8jjrjvs9e,False,True,0,True,,,
.msixbundle,,exec4,App Installer,C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.19.10173.0_x64__8wekyb3d8bbwe?,,,yes:appxa4x21t18evxksm0kbe6znaz8jjrjvs9e,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,AppXa4x21t18evxksm0kbe6znaz8jjrjvs9e,False,False,0,True,,,
.msp,,exec3,Windows® installer,"""C:\Windows\System32\msiexec.exe"" /p ""%1"" %*",,,,,False,,False,False,0,,False,False,True,False,,True,Msi.Patch,True,False,0,True,,False,False,0,True,,,
.msrcincident,,exec3,Windows Remote Assistance,"""C:\Windows\system32\msra.exe"" -openfile ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,RemoteAssistance.1,True,False,0,True,,False,False,0,True,,,
.msstyles,,exec3,Windows Shell Common Dll,"C:\Windows\system32\rundll32.exe C:\Windows\system32\shell32.dll,Control_RunDLL C:\Windows\system32\desk.cpl desk,@Appearance /Action:OpenMSTheme /file:""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,msstylesfile,True,False,0,True,,False,False,0,True,,,
.msu,,exec3,Windows Update Standalone Installer,"""C:\Windows\system32\wusa.exe"" ""%1"" %*",,,,,False,,False,False,0,,False,False,True,False,,True,Microsoft.System.Update.1,True,False,0,True,,False,False,0,True,,,
.mts,,exec4,Movies & TV,C:\Windows\system32\wmp.dll?,,yes:shell,yes:2,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,1,WMP11.AssocFile.M2TS,True,True,True,False,0,True,WMP11.AssocFile.M2TS,True,True,3,True,,False,False,0,True,,video/vnd.dlna.mpeg-tts,video
.mtx,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.mtx.f12b09fd,True,True,0,True,,application/xml,
.mv,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.mydocs,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,CLSID\{ECF03A32-103D-11d2-854D-006008059367},False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.natvis,recommended,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.natvis.f12b09fd,True,True,0,True,,text/xml,text
.ncb,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,VisualStudio.ncb.f12b09fd,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.nef,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,,False,False,True,False,0,True,,False,False,2,True,,False,False,0,True,,image/NEF,image
.nfo,,exec3,System Information,"C:\Windows\system32\msinfo32.exe ""%1""",,,,,True,,False,False,1,MSInfoFile,True,True,True,False,0,True,MSInfoFile,True,True,0,True,,False,False,0,True,,,
.nls,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,
.note,,exec3,Microsoft OneDrive File Launcher,"""C:\Users\hacker\AppData\Local\Microsoft\OneDrive\23.086.0423.0002\OneDriveFileLauncher.exe"" ""%1""",,,,yes,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,
.nrw,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,,False,False,True,False,0,True,,False,False,2,True,,False,False,0,True,,image/NRW,image
.nvr,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,,,text
.obj,,exec4,3D Viewer,C:\Program Files\WindowsApps\Microsoft.Microsoft3DViewer_7.2211.24012.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppXmgw6pxxs62rbgfp9petmdyb4fx7rnd4k,False,True,1,VisualStudio.obj.f12b09fd,False,False,False,False,0,True,VisualStudio.obj.f12b09fd,False,False,2,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.ocx,,openwith2,,,,yes:noshell,,,True,,False,False,1,ocxfile,False,False,False,False,0,True,ocxfile,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,system
.oc_,,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,,False,False,0,True,,False,False,0,True,{098f2470-bae0-11cd-b579-08002b30bfeb},,
.odc,openwith,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,,True,,False,False,0,,False,False,True,False,0,True,,False,False,0,True,,False,False,0,True,{eec97550-47a9-11cf-b952-00aa0051fe20},,
.odh,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,True,,False,False,0,,False,False,True,False,devenv.exe,False,,False,False,1,True,VisualStudio.odh.f12b09fd,True,True,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.odl,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.odl.f12b09fd,True,False,0,True,{5e941d80-bf96-11cd-b579-08002b30bfeb},text/plain,text
.odt,exec,exec3,WordPad,"""C:\Program Files\Windows NT\Accessories\WORDPAD.EXE"" ""%1""",,,,,True,,False,False,1,odtfile,True,True,True,False,WORDPAD.EXE,False,odtfile,True,True,0,True,,False,False,0,True,{AA10385A-F5AA-4EFF-B3DF-71B701E25E18},,document
.oga,,exec4,Groove Music,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,,False,False,True,False,Microsoft.ZuneMusic_8wekyb3d8bbwe!Microsoft.ZuneMusic,False,,False,False,1,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,True,,audio/ogg,audio
.ogg,,exec4,Groove Music,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,,False,False,True,False,0,True,,False,False,1,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,True,,audio/ogg,audio
.ogm,,exec4,Movies & TV,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.22091.10041.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,,False,False,True,False,0,True,,False,False,1,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,True,,video/ogg,video
.ogv,,exec4,Movies & TV,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.22091.10041.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,,False,False,True,False,0,True,,False,False,1,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,True,,video/ogg,video
.ogx,,exec4,Movies & TV,C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.22091.10041.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx6eg8h5sxqq90pv53845wmnbewywdqq5h,yes,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,,False,False,True,False,Microsoft.ZuneVideo_8wekyb3d8bbwe!Microsoft.ZuneVideo,False,,False,False,1,True,AppX6eg8h5sxqq90pv53845wmnbewywdqq5h,False,True,0,True,,video/ogg,video
.one,,exec4,OneNote for Windows 10,C:\Program Files\WindowsApps\Microsoft.Office.OneNote_16001.14326.21386.0_x64__8wekyb3d8bbwe?,,,yes:appxaf0097ws4bwb0wre67gmp7pc9fjr8en6,yes,True,,False,False,0,,False,False,True,False,0,True,,False,False,1,False,AppXaf0097ws4bwb0wre67gmp7pc9fjr8en6,False,False,0,True,,,
.onetoc2,,exec4,OneNote for Windows 10,C:\Program Files\WindowsApps\Microsoft.Office.OneNote_16001.14326.21386.0_x64__8wekyb3d8bbwe?,,,yes:appxaf0097ws4bwb0wre67gmp7pc9fjr8en6,yes,True,,False,False,0,,False,False,True,False,0,True,,False,False,1,False,AppXaf0097ws4bwb0wre67gmp7pc9fjr8en6,False,False,0,True,,,
.opus,,exec4,Groove Music,C:\Program Files\WindowsApps\Microsoft.ZuneMusic_10.22031.10091.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appxqj98qxeaynz6dv4459ayz6bnqxbyaqcs,yes,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,,False,False,True,False,0,True,,False,False,1,True,AppXqj98qxeaynz6dv4459ayz6bnqxbyaqcs,False,True,0,True,,audio/ogg,audio
.orderedtest,,exec3,Microsoft Visual Studio 2022,"""C:\Program Files\Microsoft Visual Studio\2022\Community\Common7\IDE\devenv.exe"" /dde","Open(""%1"")",,,,False,,False,False,0,,False,False,True,False,,True,,False,False,1,False,VisualStudio.orderedtest.f12b09fd,True,False,0,True,,application/xml,
.orf,,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:2,yes,True,AppX43hnxtbyyps62jhe9sqpdzxn1790zetc,False,False,0,,False,False,True,False,0,True,,False,False,2,True,,False,False,0,True,,image/ORF,image
.ori,exec,exec4,Photos,C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2023.10030.27002.0_x64__8wekyb3d8bbwe?,,yes:noshell,yes:appx9rkaq77s0jzh1tyccadx9ghba15r6t3h,yes,True,,False,False,0,,False,False,True,False,Microsoft.Windows.Photos_8wekyb3d8bbwe!App,False,,False,False,1,True,AppX9rkaq77s0jzh1tyccadx9ghba15r6t3h,False,True,0,True,,image/CR3,image
.osdx,,exec3,Windows Explorer,C:\Windows\explorer.exe,,,,,False,,False,False,0,,False,False,True,False,,True,opensearchdescription,True,False,0,True,,False,False,0,True,,application/opensearchdescription+xml,
.otf,,exec3,Windows Font Viewer,C:\Windows\System32\fontview.exe %1,,yes:noshell,,,True,,False,False,1,otffile,False,True,True,False,{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\fontview.exe,False,otffile,False,True,0,True,,False,False,0,True,,,
.oxps,openwith,openwith1,Pick an app,"C:\Windows\system32\OpenWith.exe ""%1""",,,,yes,True,Windows.XPSReachViewer,False,False,0,,False,False,True,False,0,True,,False,False,0,True,,False,False,0,True,,,
.p10,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,P10File,False,False,0,True,,False,False,0,True,,application/pkcs10,
.p12,,exec3,Crypto Shell Extensions,"C:\Windows\system32\rundll32.exe cryptext.dll,CryptExtAddPFX %1",,,,,False,,False,False,0,,False,False,True,False,,True,PFXFile,True,False,0,True,,False,False,0,True,,application/x-pkcs12,
.p7b,,exec3,Crypto Shell Extensions,"C:\Windows\system32\rundll32.exe cryptext.dll,CryptExtOpenPKCS7 %1",,,,,False,,False,False,0,,False,False,True,False,,True,SPCFile,True,False,0,True,,False,False,0,True,,application/x-pkcs7-certificates,
.p7c,,exec3,Windows Contacts,"""C:\Program Files\Windows Mail\wab.exe"" /certificate ""%1""",,,,,False,,False,False,0,,False,False,True,False,,True,certificate_wab_auto_file,True,False,0,True,,False,False,0,True,,application/pkcs7-mime,
.p7m,,openwith2,,,,,,,False,,False,False,0,,False,False,True,False,,True,P7MFile,False,False,0,True,,False,False,0,True,{5645C8C4-E277-11CF-8FDA-00AA00A14F93},application/pkcs7-mime,
.p7r,,exec3,Crypto Shell Extensions,"C:\Windows\system32\rundll32.exe cryptext.dll,CryptExtOpenP7R %1",,,,,False,,False,False,0,,False,False,True,False,,True,P7RFile,True,False,0,True,,False,False,0,True,,application/x-pkcs7-certreqresp,
